Country/Region,Date,Downloads,Revenue,Spend,Gross Margin,Gross Margin per Download,DAU,ARPDAU
Peru,07/21/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,07/22/2017,0,0.03,0,0.03,N/A,0,N/A
Peru,07/23/2017,0,0.02,0,0.02,N/A,0,N/A
Peru,07/25/2017,0,0.04,0,0.04,N/A,0,N/A
Peru,07/26/2017,0,0.04,0,0.04,N/A,0,N/A
Peru,07/31/2017,0,0.1,0,0.1,N/A,0,N/A
Peru,08/01/2017,0,0.03,0,0.03,N/A,0,N/A
Peru,08/02/2017,0,0.05,0,0.05,N/A,0,N/A
Peru,08/03/2017,2,0.02,0,0.02,0.01,0,N/A
Peru,08/06/2017,0,0.09,0,0.09,N/A,0,N/A
Peru,08/07/2017,0,0.06,0,0.06,N/A,0,N/A
Peru,08/15/2017,1,0.07,0,0.07,0.07,0,N/A
Peru,08/17/2017,1,0.09,0,0.09,0.09,0,N/A
Peru,08/20/2017,1,0,0,0,0.0,0,N/A
Peru,08/29/2017,0,0.1,0,0.1,N/A,0,N/A
Peru,08/31/2017,0,0.05,0,0.05,N/A,0,N/A
Peru,09/18/2017,0,0.04,0,0.04,N/A,0,N/A
Peru,09/19/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,09/25/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,10/01/2017,1,0,0,0,0.0,0,N/A
Peru,10/03/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,10/06/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,10/23/2017,1,0.01,0,0.01,0.01,0,N/A
Peru,11/29/2017,2,0.0,0,0.0,0.0,0,N/A
Peru,12/01/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,12/08/2017,2,0.0,0,0.0,0.0,0,N/A
Peru,12/10/2017,0,0.16,0,0.16,N/A,0,N/A
Peru,12/12/2017,0,0.04,0,0.04,N/A,0,N/A
Peru,12/15/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,12/28/2017,1,0.0,0,0.0,0.0,0,N/A
Peru,01/03/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,01/07/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,01/09/2018,3,0.0,0,0.0,0.0,0,N/A
Peru,01/10/2018,2,0.0,0,0.0,0.0,0,N/A
Peru,01/13/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,01/15/2018,0,0.04,0,0.04,N/A,0,N/A
Peru,01/16/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,01/23/2018,3,0.0,0,0.0,0.0,0,N/A
Peru,01/24/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,01/27/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,01/28/2018,0,0.01,0,0.01,N/A,0,N/A
Peru,02/01/2018,1,0.02,0,0.02,0.02,0,N/A
Peru,02/04/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,02/05/2018,0,0.2,0,0.2,N/A,0,N/A
Peru,02/16/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,02/18/2018,1,0.0,0,0.0,0.0,0,N/A
Peru,02/25/2018,1,0.01,0,0.01,0.01,0,N/A
Peru,04/10/2018,0,0.02,0,0.02,N/A,0,N/A
Pakistan,12/28/2016,1,0.0,0,0.0,0.0,0,N/A
Pakistan,01/22/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,02/03/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,02/08/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,02/19/2017,0,0.01,0,0.01,N/A,0,N/A
Pakistan,03/11/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,03/13/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,04/23/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,05/09/2017,1,0,0,0,0.0,0,N/A
Pakistan,05/27/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,08/30/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,09/24/2017,1,0.0,0,0.0,0.0,0,N/A
Pakistan,01/08/2018,1,0.0,0,0.0,0.0,0,N/A
Pakistan,01/22/2018,1,0.0,0,0.0,0.0,0,N/A
Philippines,05/01/2015,1,0.88,0,0.88,0.88,0,N/A
Philippines,12/13/2016,1,0.0,0,0.0,0.0,0,N/A
Philippines,12/25/2016,1,0,0,0,0.0,0,N/A
Philippines,12/31/2016,1,0,0,0,0.0,0,N/A
Philippines,01/01/2017,1,0,0,0,0.0,0,N/A
Philippines,03/16/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,04/07/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,04/18/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,04/25/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,04/30/2017,3,0.02,0,0.02,0.01,0,N/A
Philippines,05/12/2017,1,0,0,0,0.0,0,N/A
Philippines,05/14/2017,1,0,0,0,0.0,0,N/A
Philippines,06/16/2017,0,0.01,0,0.01,N/A,0,N/A
Philippines,06/20/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,07/16/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,10/07/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,12/03/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,12/10/2017,1,0.0,0,0.0,0.0,0,N/A
Philippines,03/01/2018,1,0.0,0,0.0,0.0,0,N/A
Philippines,03/11/2018,1,0,0,0,0.0,0,N/A
Poland,05/09/2015,1,0.58,0,0.58,0.58,0,N/A
Poland,10/23/2015,1,0.55,0,0.55,0.55,0,N/A
Poland,12/16/2016,1,0.0,0,0.0,0.0,0,N/A
Poland,02/05/2017,1,0.04,0,0.04,0.04,0,N/A
Poland,02/06/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,02/23/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,03/10/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,03/20/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,03/25/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,04/11/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,04/13/2017,1,0,0,0,0.0,0,N/A
Poland,04/30/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,05/03/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,05/08/2017,2,0.16,0,0.16,0.08,0,N/A
Poland,05/10/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,05/13/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,05/14/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,05/18/2017,2,0.0,0,0.0,0.0,0,N/A
Poland,05/22/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,05/23/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,05/25/2017,0,0.01,0,0.01,N/A,0,N/A
Poland,05/28/2017,1,0,0,0,0.0,0,N/A
Poland,06/01/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,06/04/2017,1,0,0,0,0.0,0,N/A
Poland,06/08/2017,0,0.03,0,0.03,N/A,0,N/A
Poland,06/09/2017,0,0.1,0,0.1,N/A,0,N/A
Poland,06/18/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,06/26/2017,2,0.0,0,0.0,0.0,0,N/A
Poland,07/07/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,07/10/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,07/15/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,07/23/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,07/24/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,07/25/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,07/27/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,08/05/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,08/09/2017,1,0.02,0,0.02,0.02,0,N/A
Poland,08/10/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,08/11/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,08/30/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,11/01/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,11/11/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,12/23/2017,1,0.0,0,0.0,0.0,0,N/A
Poland,01/03/2018,2,0.0,0,0.0,0.0,0,N/A
Poland,01/06/2018,1,0.0,0,0.0,0.0,0,N/A
Poland,01/14/2018,1,0.05,0,0.05,0.05,0,N/A
Poland,03/14/2018,1,0.0,0,0.0,0.0,0,N/A
Poland,04/02/2018,1,0,0,0,0.0,0,N/A
Poland,04/18/2018,1,0.0,0,0.0,0.0,0,N/A
Zambia,10/28/2017,1,0.06,0,0.06,0.06,0,N/A
Estonia,05/30/2015,1,0.58,0,0.58,0.58,0,N/A
Estonia,03/13/2016,1,0.58,0,0.58,0.58,0,N/A
Estonia,01/16/2017,1,0.0,0,0.0,0.0,0,N/A
Estonia,03/17/2017,1,0.0,0,0.0,0.0,0,N/A
Estonia,03/30/2017,1,0,0,0,0.0,0,N/A
Estonia,04/20/2017,1,0.0,0,0.0,0.0,0,N/A
Estonia,04/24/2017,1,0.58,0,0.58,0.58,0,N/A
Estonia,05/13/2017,1,0.05,0,0.05,0.05,0,N/A
Estonia,05/19/2017,2,0.09,0,0.09,0.05,0,N/A
Estonia,05/20/2017,2,0.07,0,0.07,0.04,0,N/A
Estonia,05/25/2017,2,0.0,0,0.0,0.0,0,N/A
Estonia,06/30/2017,1,0.58,0,0.58,0.58,0,N/A
Estonia,07/02/2017,1,0.0,0,0.0,0.0,0,N/A
Estonia,07/11/2017,1,0.0,0,0.0,0.0,0,N/A
Estonia,07/23/2017,1,0.0,0,0.0,0.0,0,N/A
Estonia,12/03/2017,1,0,0,0,0.0,0,N/A
Estonia,12/25/2017,1,0.0,0,0.0,0.0,0,N/A
Egypt,09/09/2016,1,0,0,0,0.0,0,N/A
Egypt,03/14/2017,1,0.0,0,0.0,0.0,0,N/A
Egypt,04/25/2017,1,0.0,0,0.0,0.0,0,N/A
Egypt,05/12/2017,1,0.0,0,0.0,0.0,0,N/A
Egypt,05/13/2017,1,0,0,0,0.0,0,N/A
Egypt,07/31/2017,0,0.02,0,0.02,N/A,0,N/A
Egypt,03/02/2018,1,0,0,0,0.0,0,N/A
Egypt,04/18/2018,1,0.0,0,0.0,0.0,0,N/A
South Africa,10/11/2016,1,0.75,0,0.75,0.75,0,N/A
South Africa,12/08/2016,1,0.0,0,0.0,0.0,0,N/A
South Africa,12/18/2016,1,0,0,0,0.0,0,N/A
South Africa,03/21/2017,1,0,0,0,0.0,0,N/A
South Africa,04/27/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,05/15/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,05/17/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,05/25/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,06/17/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,07/16/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,08/02/2017,1,0,0,0,0.0,0,N/A
South Africa,08/20/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,10/04/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,10/15/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,11/20/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,11/26/2017,1,0.02,0,0.02,0.02,0,N/A
South Africa,11/30/2017,1,0.0,0,0.0,0.0,0,N/A
South Africa,01/04/2018,1,0.0,0,0.0,0.0,0,N/A
South Africa,01/20/2018,1,0.62,0,0.62,0.62,0,N/A
Ecuador,12/02/2016,2,0.0,0,0.0,0.0,0,N/A
Ecuador,12/04/2016,1,0,0,0,0.0,0,N/A
Ecuador,12/10/2016,1,0.0,0,0.0,0.0,0,N/A
Ecuador,12/14/2016,1,0.0,0,0.0,0.0,0,N/A
Ecuador,12/24/2016,1,0,0,0,0.0,0,N/A
Ecuador,12/27/2016,2,0,0,0,0.0,0,N/A
Ecuador,01/04/2017,1,0.04,0,0.04,0.04,0,N/A
Ecuador,01/06/2017,1,0,0,0,0.0,0,N/A
Ecuador,01/19/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,01/29/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/07/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/09/2017,1,0,0,0,0.0,0,N/A
Ecuador,02/27/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/28/2017,1,0,0,0,0.0,0,N/A
Ecuador,03/03/2017,0,0.01,0,0.01,N/A,0,N/A
Ecuador,03/09/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,03/14/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,04/05/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,04/15/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,04/28/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,05/19/2017,0,0.01,0,0.01,N/A,0,N/A
Ecuador,05/27/2017,1,0.01,0,0.01,0.01,0,N/A
Ecuador,06/02/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,06/05/2017,1,0,0,0,0.0,0,N/A
Ecuador,06/10/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,06/24/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,06/29/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,07/22/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,07/29/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,08/02/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,08/07/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,08/12/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,08/18/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,08/26/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,08/31/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,09/11/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,09/16/2017,2,0.0,0,0.0,0.0,0,N/A
Ecuador,09/20/2017,3,0.11,0,0.11,0.04,0,N/A
Ecuador,09/21/2017,5,0.0,0,0.0,0.0,0,N/A
Ecuador,09/22/2017,6,0.02,0,0.02,0.0,0,N/A
Ecuador,09/23/2017,3,0.0,0,0.0,0.0,0,N/A
Ecuador,09/24/2017,4,0.0,0,0.0,0.0,0,N/A
Ecuador,09/25/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,09/26/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,09/28/2017,1,0.13,0,0.13,0.13,0,N/A
Ecuador,09/29/2017,0,0.02,0,0.02,N/A,0,N/A
Ecuador,10/01/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,10/02/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,10/08/2017,2,0.0,0,0.0,0.0,0,N/A
Ecuador,10/09/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,10/16/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,10/18/2017,3,0.0,0,0.0,0.0,0,N/A
Ecuador,10/19/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,10/23/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,10/24/2017,3,0.09,0,0.09,0.03,0,N/A
Ecuador,10/25/2017,5,0.3,0,0.3,0.06,0,N/A
Ecuador,10/28/2017,0,0.01,0,0.01,N/A,0,N/A
Ecuador,10/30/2017,0,0.07,0,0.07,N/A,0,N/A
Ecuador,10/31/2017,0,0.1,0,0.1,N/A,0,N/A
Ecuador,11/01/2017,0,0.01,0,0.01,N/A,0,N/A
Ecuador,11/04/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,11/05/2017,1,0.01,0,0.01,0.01,0,N/A
Ecuador,11/06/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,11/07/2017,3,0.0,0,0.0,0.0,0,N/A
Ecuador,11/10/2017,3,0.0,0,0.0,0.0,0,N/A
Ecuador,11/12/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,11/14/2017,2,0.03,0,0.03,0.01,0,N/A
Ecuador,11/18/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,11/19/2017,2,0.0,0,0.0,0.0,0,N/A
Ecuador,11/20/2017,4,0.01,0,0.01,0.0,0,N/A
Ecuador,11/21/2017,2,0.0,0,0.0,0.0,0,N/A
Ecuador,11/25/2017,1,0.16,0,0.16,0.16,0,N/A
Ecuador,11/26/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,11/30/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,12/07/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,12/08/2017,0,0.02,0,0.02,N/A,0,N/A
Ecuador,12/09/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,12/20/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,12/25/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,12/26/2017,2,0.0,0,0.0,0.0,0,N/A
Ecuador,12/27/2017,1,0.0,0,0.0,0.0,0,N/A
Ecuador,01/06/2018,2,0.0,0,0.0,0.0,0,N/A
Ecuador,01/08/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,01/11/2018,1,0.07,0,0.07,0.07,0,N/A
Ecuador,01/15/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,01/19/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,01/26/2018,2,0.0,0,0.0,0.0,0,N/A
Ecuador,01/27/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,01/28/2018,3,0.0,0,0.0,0.0,0,N/A
Ecuador,01/29/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/02/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/03/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/04/2018,0,0.04,0,0.04,N/A,0,N/A
Ecuador,02/06/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/08/2018,0,0.03,0,0.03,N/A,0,N/A
Ecuador,02/09/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,02/11/2018,2,0.0,0,0.0,0.0,0,N/A
Ecuador,02/17/2018,0,0.04,0,0.04,N/A,0,N/A
Ecuador,03/14/2018,5,0.0,0,0.0,0.0,0,N/A
Ecuador,03/17/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,03/22/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,03/24/2018,0,0.03,0,0.03,N/A,0,N/A
Ecuador,03/31/2018,0,0.01,0,0.01,N/A,0,N/A
Ecuador,04/18/2018,1,0.0,0,0.0,0.0,0,N/A
Ecuador,04/19/2018,2,0.03,0,0.03,0.02,0,N/A
Italy,04/19/2015,1,0.57,0,0.57,0.57,0,N/A
Italy,04/24/2015,1,0,0,0,0.0,0,N/A
Italy,04/25/2015,0,0.57,0,0.57,N/A,0,N/A
Italy,05/02/2015,1,0,0,0,0.0,0,N/A
Italy,05/05/2015,1,0.57,0,0.57,0.57,0,N/A
Italy,07/01/2015,1,0.57,0,0.57,0.57,0,N/A
Italy,07/03/2015,1,0,0,0,0.0,0,N/A
Italy,07/04/2015,0,0.57,0,0.57,N/A,0,N/A
Italy,01/25/2016,1,0.57,0,0.57,0.57,0,N/A
Italy,04/09/2016,1,0.57,0,0.57,0.57,0,N/A
Italy,05/30/2016,1,0.57,0,0.57,0.57,0,N/A
Italy,08/19/2016,1,0,0,0,0.0,0,N/A
Italy,11/25/2016,1,0,0,0,0.0,0,N/A
Italy,12/05/2016,1,0.0,0,0.0,0.0,0,N/A
Italy,12/08/2016,1,0,0,0,0.0,0,N/A
Italy,12/10/2016,1,0.0,0,0.0,0.0,0,N/A
Italy,12/11/2016,2,0,0,0,0.0,0,N/A
Italy,12/15/2016,1,0.0,0,0.0,0.0,0,N/A
Italy,12/26/2016,1,0,0,0,0.0,0,N/A
Italy,01/10/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,01/21/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,01/25/2017,1,0,0,0,0.0,0,N/A
Italy,01/31/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,02/15/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,02/18/2017,1,0,0,0,0.0,0,N/A
Italy,02/28/2017,1,0,0,0,0.0,0,N/A
Italy,03/04/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,03/10/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,03/20/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,03/24/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,03/26/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,03/28/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,03/29/2017,2,0.2,0,0.2,0.1,0,N/A
Italy,03/31/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,04/01/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,04/04/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,04/06/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,04/11/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,04/15/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,04/22/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,04/23/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,04/25/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,04/28/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,04/29/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,05/04/2017,0,0.11,0,0.11,N/A,0,N/A
Italy,05/07/2017,1,0,0,0,0.0,0,N/A
Italy,05/08/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,05/15/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,05/16/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,05/17/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,05/18/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,05/19/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,05/26/2017,3,0.57,0,0.57,0.19,0,N/A
Italy,05/28/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,05/29/2017,5,0.0,0,0.0,0.0,0,N/A
Italy,05/30/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,05/31/2017,1,0.06,0,0.06,0.06,0,N/A
Italy,06/01/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,06/02/2017,2,0.05,0,0.05,0.03,0,N/A
Italy,06/03/2017,2,0.04,0,0.04,0.02,0,N/A
Italy,06/06/2017,1,0,0,0,0.0,0,N/A
Italy,06/10/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,06/11/2017,4,0.0,0,0.0,0.0,0,N/A
Italy,06/14/2017,2,0.03,0,0.03,0.01,0,N/A
Italy,06/15/2017,2,0.11,0,0.11,0.05,0,N/A
Italy,06/17/2017,1,0,0,0,0.0,0,N/A
Italy,06/18/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,06/19/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,06/21/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,06/22/2017,0,0.04,0,0.04,N/A,0,N/A
Italy,06/24/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,06/25/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,06/27/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,06/28/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,07/04/2017,1,0.24,0,0.24,0.24,0,N/A
Italy,07/05/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,07/09/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,07/10/2017,0,0.03,0,0.03,N/A,0,N/A
Italy,07/11/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,07/12/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,07/13/2017,3,0.0,0,0.0,0.0,0,N/A
Italy,07/15/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,07/16/2017,1,0.11,0,0.11,0.11,0,N/A
Italy,07/20/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,07/23/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,08/02/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,08/05/2017,0,0.02,0,0.02,N/A,0,N/A
Italy,08/06/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,08/08/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,08/17/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,08/21/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,08/24/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,08/26/2017,2,0.0,0,0.0,0.0,0,N/A
Italy,08/31/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,09/12/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,09/15/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,09/19/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,10/04/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,10/05/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,10/28/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,10/31/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,11/20/2017,1,0.01,0,0.01,0.01,0,N/A
Italy,12/06/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,12/15/2017,0,0.31,0,0.31,N/A,0,N/A
Italy,12/17/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,12/28/2017,1,0.0,0,0.0,0.0,0,N/A
Italy,01/02/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,01/20/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,01/21/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,02/25/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,03/06/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,03/19/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,03/25/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,03/27/2018,1,0.0,0,0.0,0.0,0,N/A
Italy,04/19/2018,1,0.0,0,0.0,0.0,0,N/A
Vietnam,02/06/2015,1,0,0,0,0.0,0,N/A
Vietnam,11/14/2016,1,0,0,0,0.0,0,N/A
Vietnam,11/26/2016,1,0,0,0,0.0,0,N/A
Vietnam,12/01/2016,1,0,0,0,0.0,0,N/A
Vietnam,12/07/2016,1,0,0,0,0.0,0,N/A
Vietnam,12/11/2016,1,0,0,0,0.0,0,N/A
Vietnam,12/23/2016,1,0.0,0,0.0,0.0,0,N/A
Vietnam,01/28/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,02/04/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,03/10/2017,1,0,0,0,0.0,0,N/A
Vietnam,03/11/2017,1,0,0,0,0.0,0,N/A
Vietnam,03/16/2017,3,0.0,0,0.0,0.0,0,N/A
Vietnam,03/17/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,03/25/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,04/01/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,04/14/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,04/17/2017,1,0,0,0,0.0,0,N/A
Vietnam,04/20/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,04/24/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,04/26/2017,1,0.0,0,0.0,0.0,0,N/A
Vietnam,04/30/2017,1,0,0,0,0.0,0,N/A
Vietnam,05/09/2017,1,0.0,0,0.0,0.0,0,N/A
